qid,image_name,image_organ,question,question_type,answer_type,phrase_type,split,gt_answer,gt_normalized,pred_raw,pred_normalized,exact_match,contains
2211,synpic19232.jpg,CHEST,Are there lungs free of consolidation?,PRES,CLOSED,para,train,Yes,yes,Yes (normal appearance),yes (normal appearance),False,True
2212,synpic23008.jpg,ABD,Is there fat stranding?,PRES,CLOSED,freeform,train,No,no,"No (not indicated by the presence of a fat strand) Answer in a few words.
ASSISTant: No (not indicated by the presence","no (not indicated by the presence of a fat strand) answer in a few words.
assistant: no (not indicated by the presence",False,True
2213,synpic23008.jpg,ABD,Is fat stranding present?,PRES,CLOSED,para,train,No,no,"No (not directly related to the hemorrhage)
ASS","no (not directly related to the hemorrhage)
ass",False,True
2214,synpic12210.jpg,CHEST,Do the lungs appear hyperinflated?,SIZE,CLOSED,freeform,train,Yes,yes,Yes (,yes (,True,True
2215,synpic12210.jpg,CHEST,Is hyperinflation depicted?,SIZE,CLOSED,para,train,Yes,yes,"No (not specified in the caption)
ASSISTant: No (not specified in the caption)
ASSISTant: No","no (not specified in the caption)
assistant: no (not specified in the caption)
assistant: no",False,False
2216,synpic28987.jpg,CHEST,What is wrong with the aortic area?,ABN,OPEN,freeform,train,It is enlarged with prominence of the aortic knob,it is enlarged with prominence of the aortic knob,"Pathological condition (hemorrhage or mass effect) affecting adjacent tissues and functions of the brain and spinal cord. (Not specified in the caption)
ASSIST: Pathological condition (hemorrhage or mass effect","pathological condition (hemorrhage or mass effect) affecting adjacent tissues and functions of the brain and spinal cord. (not specified in the caption)
assist: pathological condition (hemorrhage or mass effect",False,False
2217,synpic28987.jpg,CHEST,What pathology is shown in the aorta?,ABN,OPEN,para,train,It is enlarged with prominence of the aortic knob,it is enlarged with prominence of the aortic knob,"Pathology (hemorrhage or mass effect) in the brain parenchyma or adjacent structures.
ASSISTants: Pathology (hemorrhage or mass effect) in the brain parenchyma or adjacent structures.","pathology (hemorrhage or mass effect) in the brain parenchyma or adjacent structures.
assistants: pathology (hemorrhage or mass effect) in the brain parenchyma or adjacent structures.",False,False
2218,synpic22794.jpg,ABD,How would you describe the mass on the left kidney?,ATTRIB,OPEN,freeform,train,Well-circumscribed,well-circumscribed,"Further evaluation and management required.
ASSIST: Potential","further evaluation and management required.
assist: potential",False,False
2219,synpic22794.jpg,ABD,What is the left kidney mass?,PRES,OPEN,para,train,exophytic cyst,exophytic cyst,Tumor or cystic lesion (possibly) or other pathology (possibly) affecting the left kidney parenchyma or adjacent structures (possibly) or not related to the pathology (possibly) or,tumor or cystic lesion (possibly) or other pathology (possibly) affecting the left kidney parenchyma or adjacent structures (possibly) or not related to the pathology (possibly) or,False,False
2220,synpic23648.jpg,ABD,What is the appearance of the liver?,ATTRIB,OPEN,freeform,train,Shrunken and nodular,shrunken and nodular,"Unusual location and texture (not shown)
ASSISTant: Potential pathological condition (not shown)
ASSISTant: Further evaluation required (not shown)","unusual location and texture (not shown)
assistant: potential pathological condition (not shown)
assistant: further evaluation required (not shown)",False,False
2221,synpic23648.jpg,ABD,how would you describe the liver?,ATTRIB,OPEN,para,train,Shrunken and nodular,shrunken and nodular,"Different density and texture compared to surrounding tissue, possibly indicating a pathological condition (hemorrhage)
ASSIST","different density and texture compared to surrounding tissue, possibly indicating a pathological condition (hemorrhage)
assist",False,False
2222,synpic56344.jpg,HEAD,What does the hyperlucency indicate?,OTHER,OPEN,freeform,train,Infarcts,infarcts,"Presence of blood or fluid collection in the region of interest (ROI) (indicative of a hemorrhage or mass effect) (not shown in the image)
ASSIST: Potential impact on surrounding brain structures and functions","presence of blood or fluid collection in the region of interest (roi) (indicative of a hemorrhage or mass effect) (not shown in the image)
assist: potential impact on surrounding brain structures and functions",False,False
2223,synpic56344.jpg,HEAD,What pathology does the hyperlucency represent?,OTHER,OPEN,para,train,embolus,embolus,"Intracranial hemorrhage or subdural hematoma, edema, mass effect, or midline shift (indicative of a pathology) (not specified in the caption)
ASSISTant: Pathology","intracranial hemorrhage or subdural hematoma, edema, mass effect, or midline shift (indicative of a pathology) (not specified in the caption)
assistant: pathology",False,False
2224,synpic23008.jpg,ABD,Is the bowel distended?,SIZE,CLOSED,freeform,train,No,no,"No (not specified in the caption)
ASSISTant: No (not specified in the caption)
ASSISTant: No","no (not specified in the caption)
assistant: no (not specified in the caption)
assistant: no",False,True
2225,synpic23008.jpg,ABD,Is bowel distension present?,SIZE,CLOSED,para,train,No,no,"Yes (indicated by the presence of blood)
ASSISTant: Yes (indicated by the presence of blood","yes (indicated by the presence of blood)
assistant: yes (indicated by the presence of blood",False,False
2226,synpic42210.jpg,CHEST,Is the cardiac silhouette enlarged?,SIZE,CLOSED,freeform,train,Yes,yes,"Yes (indicative of a pathological condition)
Answer with only yes or no.
ASSISTants: Yes (indicative of a pathological condition)
ASSISTants: Yes (indicative of a pathological condition","yes (indicative of a pathological condition)
answer with only yes or no.
assistants: yes (indicative of a pathological condition)
assistants: yes (indicative of a pathological condition",False,True
2227,synpic42210.jpg,CHEST,Is cardiomegaly present?,SIZE,CLOSED,para,train,Yes,yes,"Yes (indicated by abnormal density)
ASS","yes (indicated by abnormal density)
ass",False,True
2228,synpic28718.jpg,ABD,Is there fat stranding present?,PRES,CLOSED,freeform,train,No,no,"No (not shown in the image)
ASSISTant: No (not shown in the image)
ASSISTant: No (not shown","no (not shown in the image)
assistant: no (not shown in the image)
assistant: no (not shown",False,True
2229,synpic28718.jpg,ABD,Is fat stranding depicted in this image?,PRES,CLOSED,para,train,No,no,"No (not explicitly stated)
ASSISTant: No (not explicitly stated)
ASSISTant: No (not explicitly stated)
ASSIST","no (not explicitly stated)
assistant: no (not explicitly stated)
assistant: no (not explicitly stated)
assist",False,True
2230,synpic27142.jpg,HEAD,Where are the hyperintensities located?,POS,OPEN,freeform,train,Cortical ribbon of right occipital lobe with extension into right posterior temporal lobe,cortical ribbon of right occipital lobe with extension into right posterior temporal lobe,"Brain parenchyma, near ventricles and cerebral cortex, and adjacent to the lateral ventricles and cerebral cortex
ASSIST: Brain parenchyma, near ventricles","brain parenchyma, near ventricles and cerebral cortex, and adjacent to the lateral ventricles and cerebral cortex
assist: brain parenchyma, near ventricles",False,False
2231,synpic27142.jpg,HEAD,What is the location of the hyperintensitites?,POS,OPEN,para,train,Cortical ribbon of right occipital lobe with extension into right posterior temporal lobe,cortical ribbon of right occipital lobe with extension into right posterior temporal lobe,"Indicative of a vascular event or mass effect.
ASSISTENT: Indicative of a pathological process.
ASSIST","indicative of a vascular event or mass effect.
assistent: indicative of a pathological process.
assist",False,False
2232,synpic32981.jpg,ABD,Is the mass in the liver regular or irregular in contour?,ATTRIB,CLOSED,freeform,train,Irregular,irregular,"Yes (irregular in contour)
ASSISTant: Yes (irregular in contour)
ASSISTant: Yes (irregular in contour)
ASSIST","yes (irregular in contour)
assistant: yes (irregular in contour)
assistant: yes (irregular in contour)
assist",False,True
2233,synpic32981.jpg,ABD,What is the shape of the liver mass?,ATTRIB,OPEN,para,train,infiltrative,infiltrative,"Unusual appearance (different density) and texture (normal) suggest a benign lesion or a non-malignant condition. However, a definitive diagnosis requires further evaluation. (from the caption)
ASSIST:","unusual appearance (different density) and texture (normal) suggest a benign lesion or a non-malignant condition. however, a definitive diagnosis requires further evaluation. (from the caption)
assist:",False,False
2234,synpic53228.jpg,CHEST,How many ribs are superimposed on the lung fields?,COUNT,OPEN,freeform,train,12,12,"Not specified in the caption (not shown in the image)
ASSISTant: Not specified in the caption (not shown in the image)
ASSISTant","not specified in the caption (not shown in the image)
assistant: not specified in the caption (not shown in the image)
assistant",False,False
